ປັບປຸງການເຂົ້າເຖິງ ອາຊີວະສຶກສາ ແລະ ຝຶກອົບຮົມຊີຊາຊີບ,Improved access to technical and vocational skills,ນຳສົ່ງສະຖາບັນອາຊີວະສຶກສາ ແລະ ຝຶກອົບຮົມວິຊາຊີບ,Referral to TVET institution,ລະບຸຫລັກສູດສຳລັບຜູ້ໄດ້ຮັບຜົນປະໂຫຍດຕ້ອງການຮຽນ ແລະ ແນະນໍາສູນເຝິກອົບຮົມວິຊາຊີບສະໜອງການຝຶກອົບຮົມດັ່ງກ່າວ ,Identify the desired course the person wants to study and the appropriate TVET to provide the training. 
ປັບປຸງການເຂົ້າເຖິງ ອາຊີວະສຶກສາ ແລະ ຝຶກອົບຮົມຊີຊາຊີບ,Improved access to technical and vocational skills,ນຳສົ່ງສະຖາບັນອາຊີວະສຶກສາ ແລະ ຝຶກອົບຮົມວິຊາຊີບ,Referral to TVET institution,ປຶກສາຫາລື ແລະ ວາງແຜນກັບຄອບຄົວກ່ຽວກັບຜົນສະທ້ອນຂອງຜູ້ໄດ້ຮັບຜົນປະໂຫຍດຕໍ່ຄອບຄອບທີ່ຜູ້ກ່ຽວເຂົ້າຝຶກອົບຮົມ,Discuss and plan with the family on the implications of the person doing TVET on the household
ປັບປຸງການເຂົ້າເຖິງ ອາຊີວະສຶກສາ ແລະ ຝຶກອົບຮົມຊີຊາຊີບ,Improved access to technical and vocational skills,ນຳສົ່ງສະຖາບັນອາຊີວະສຶກສາ ແລະ ຝຶກອົບຮົມວິຊາຊີບ,Referral to TVET institution,ລົງຢ້ຽມຢາມສູນເຝິກອົບຮົມວິຊາຊີບ  ແລະ ສະພາບແວດລ້ອມຕົວຈິງກ່ອນການຕັດສິນໃຈຂັ້ນສຸດທ້າຍ,Visit the potential TVET and surrounding area before making a final decision
ປັບປຸງການເຂົ້າເຖິງ ອາຊີວະສຶກສາ ແລະ ຝຶກອົບຮົມຊີຊາຊີບ,Improved access to technical and vocational skills,ນຳສົ່ງສະຖາບັນອາຊີວະສຶກສາ ແລະ ຝຶກອົບຮົມວິຊາຊີບ,Referral to TVET institution,ໃຫ້ການສະໜັບສະໜູນຜູ້ໄດ້ຮັບຜົນປະໂຫຍດເຕີມແບບຟອມສະໜັກ,Support the person to complete the enrolment application form
ປັບປຸງການເຂົ້າເຖິງ ອາຊີວະສຶກສາ ແລະ ຝຶກອົບຮົມຊີຊາຊີບ,Improved access to technical and vocational skills,ນຳສົ່ງສະຖາບັນອາຊີວະສຶກສາ ແລະ ຝຶກອົບຮົມວິຊາຊີບ,Referral to TVET institution,ໃຫ້ການສະໜັບສະໜູນຜູ້ໄດ້ຮັບຜົນປະໂຫຍດກຽມການສອບເສັງເຂົ້າ,Support the person as required to prepare for the entrance examination
ປັບປຸງການເຂົ້າເຖິງ ອາຊີວະສຶກສາ ແລະ ຝຶກອົບຮົມຊີຊາຊີບ,Improved access to technical and vocational skills,ນຳສົ່ງສະຖາບັນອາຊີວະສຶກສາ ແລະ ຝຶກອົບຮົມວິຊາຊີບ,Referral to TVET institution,ຖ້າຈຳເປັນໃຫ້ການສະໜັບສະໜູນຜູ້ໄດ້ຮັບຜົນປະໂຫຍດສະໝັກທຶນການສຶກສາ,Support the person to apply for scholarships if needed
ປັບປຸງການເຂົ້າເຖິງ ອາຊີວະສຶກສາ ແລະ ຝຶກອົບຮົມຊີຊາຊີບ,Improved access to technical and vocational skills,ນຳສົ່ງສະຖາບັນອາຊີວະສຶກສາ ແລະ ຝຶກອົບຮົມວິຊາຊີບ,Referral to TVET institution,"ຖ້າຈຳເປັນໃຫ້ການສະໜັບສະໜູນຜູ້ໄດ້ຮັບຜົນປະໂຫຍດຮັບເອົາອຸປະກອນການຮຽນ, ເຄື່ອງມື ແລະ ຊຸດເຄື່ອງແບບ","Support the person to obtain study materials, tools and clothing (uniform) if needed"
ປັບປຸງການເຂົ້າເຖິງ ອາຊີວະສຶກສາ ແລະ ຝຶກອົບຮົມຊີຊາຊີບ,Improved access to technical and vocational skills,ນຳສົ່ງສະຖາບັນອາຊີວະສຶກສາ ແລະ ຝຶກອົບຮົມວິຊາຊີບ,Referral to TVET institution,ໃຫ້ການສະໜັບສະໜູນຜູ້ໄດ້ຮັບຜົນປະໂຫຍດ ແລະ ຄອບຄົວເລືອກທີ່ພັກທີ່ເໝາະສົມໃກ້ກັບສູນເຝິກອົບຮົມວິຊາຊີບ,Support the person and family to identify appropriate housing at or near to the TVET
ປັບປຸງການເຂົ້າເຖິງ ອາຊີວະສຶກສາ ແລະ ຝຶກອົບຮົມຊີຊາຊີບ,Improved access to technical and vocational skills,ນຳສົ່ງສະຖາບັນອາຊີວະສຶກສາ ແລະ ຝຶກອົບຮົມວິຊາຊີບ,Referral to TVET institution,ຖ້າຈຳເປັນໃຫ້ການສະໜັບສະໜູນຜູ້ໄດ້ຮັບຜົນປະໂຫຍດເປີດບັນຊີທະນາຄານ ໃກ້ກັບສະຖາບັນ ສູນເຝິກອົບຮົມວິຊາຊີບ,Support the person to open a bank account near the TVET if needed
ປັບປຸງການເຂົ້າເຖິງ ອາຊີວະສຶກສາ ແລະ ຝຶກອົບຮົມຊີຊາຊີບ,Improved access to technical and vocational skills,ນຳສົ່ງສະຖາບັນອາຊີວະສຶກສາ ແລະ ຝຶກອົບຮົມວິຊາຊີບ,Referral to TVET institution,ປຶກສາຫາລືກັບຜູ້ໄດ້ຮັບຜົນປະໂຫຍດ ແລະ ສູນເຝິກອົບຮົມວິຊາຊີບ  ກ່ຽວກັບອຸປະສັກທີ່ອາດເກີດຂຶ້ນຕໍ່ການຮຽນ ແລະ ໄດ້ຮັບເຄື່ອງອຳນວຍຄວາມສະດວກເພື່ອເພີ່ມປະສິດທິພາບໃຫ້ຫ້ອງຮຽນ / ສະຖານທີ່ຝຶກງານ,Discuss with person and TVET any potential barriers to learning and obtain assistive devices to optimize classroom/ workshop areas
ປັບປຸງການເຂົ້າເຖິງ ອາຊີວະສຶກສາ ແລະ ຝຶກອົບຮົມຊີຊາຊີບ,Improved access to technical and vocational skills,ນຳສົ່ງສະຖາບັນອາຊີວະສຶກສາ ແລະ ຝຶກອົບຮົມວິຊາຊີບ,Referral to TVET institution,ດຳເນີນການຕິດຕາມພາຍຫລັງທີ່ຮຽນຈົບເພື່ອກຳນົດຄວາມຕ້ອງການອື່ນໆ ແລະ ພັດທະນາແຜນທຸລະກິດ ຫລື ນຳສົ່ງໃຫ້ໂຄງການກຽມຄວາມພ້ອມໃນການເຮັດວຽກຂອງ ສພຊລ,Complete follow-up after graduation to determine other needs and develop a business plan or refer to LDPA job readiness program
ປັບປຸງການເຂົ້າເຖິງ ອາຊີວະສຶກສາ ແລະ ຝຶກອົບຮົມຊີຊາຊີບ,Improved access to technical and vocational skills,ນຳສົ່ງສະຖາບັນອາຊີວະສຶກສາ ແລະ ຝຶກອົບຮົມວິຊາຊີບ,Referral to TVET institution,"ຖ້າຈຳເປັນໃຫ້ການສະໜັບສະໜູນຜູ້ໄດ້ຮັບຜົນປະໂຫຍດຮັບເອົາຊັບສິນທີ່ກ່ຽວຂ້ອງກັບທັກສະທີ່ໄດ້ຮັບຈາກ ສູນເຝິກອົບຮົມວິຊາຊີບ ເຊ່ນ: ຈັກຫຍິບເຄື່ອງ, ອູປະກອນເສີມສວຍ ແລະ ອື່ນໆ","Support the person to obtain potential assets related to TVET skills gained (sewing machine, hairdressing supplies, etc.) if needed"
ປັບປຸງການເຂົ້າເຖິງ ອາຊີວະສຶກສາ ແລະ ຝຶກອົບຮົມຊີຊາຊີບ,Improved access to technical and vocational skills,ເຂົ້າເຖິງການຝຶກງານ,Accessing an apprenticeship,ປຶກສາຫາລື ແລະ ລະບຸການຄ້າຂາຍ / ທັກສະທີ່ຜູ້ໄດ້ຮັບຜົນປະໂຫຍດສົນໃຈຢາກຮຽນຮູ້ຈາກການຝຶກງານ,Discuss and identify desired trade/ skills the person is interested to learn from an apprenticeship 
ປັບປຸງການເຂົ້າເຖິງ ອາຊີວະສຶກສາ ແລະ ຝຶກອົບຮົມຊີຊາຊີບ,Improved access to technical and vocational skills,ເຂົ້າເຖິງການຝຶກງານ,Accessing an apprenticeship,ລະບຸຄົນໃຫ້ຄຳປຶກສາກັບທຸລະກິດທີ່ຝຶກຢູ່,Identify potential mentor with business for apprenticeship
ປັບປຸງການເຂົ້າເຖິງ ອາຊີວະສຶກສາ ແລະ ຝຶກອົບຮົມຊີຊາຊີບ,Improved access to technical and vocational skills,ເຂົ້າເຖິງການຝຶກງານ,Accessing an apprenticeship,ຕ້ອງເປັນທີ່ປຶກສາທີ່ມີຄວາມອ່ອນໄຫວເລື່ອງຄວາມພິການ ແລະ ມີສ່ວນຮ່ວມສະເພາະເຈາະຈົງຕໍ່ຜູ້ໄດ້ຮັບຜົນປະໂຫຍດ. ,Sensitize mentor on disability and inclusion specific to beneficiary
ປັບປຸງການເຂົ້າເຖິງ ອາຊີວະສຶກສາ ແລະ ຝຶກອົບຮົມຊີຊາຊີບ,Improved access to technical and vocational skills,ເຂົ້າເຖິງການຝຶກງານ,Accessing an apprenticeship,"ຈັດການປະຊຸມກັບຜູ້ໄດ້ຮັບຜົນປະໂຫຍດ, ຄອບຄົວຂອງພວກເຂົາ ແລະ ຜູ້ໃຫ້ຄຳປຶກສາເພື່ອວາງແຜນ ແລະ ເຮັດຂໍ້ຕົກລົງໃນການຝຶກງານ. ","Arrange meeting with person, their family and mentor and make a plan/ agreement for the apprenticeship"
ປັບປຸງການເຂົ້າເຖິງ ອາຊີວະສຶກສາ ແລະ ຝຶກອົບຮົມຊີຊາຊີບ,Improved access to technical and vocational skills,ເຂົ້າເຖິງການຝຶກງານ,Accessing an apprenticeship,ລະບຸທັກສະທີ່ຈຳເປັນຂັ້ນຕົ້ນກ່ອນການຝຶກງານ ແລະ ເຊື່ອມຕໍ່ການຝຶກອົບຮົມ,Identify any pre-requisite skills needed before the apprenticeship and link to training
ປັບປຸງການເຂົ້າເຖິງ ອາຊີວະສຶກສາ ແລະ ຝຶກອົບຮົມຊີຊາຊີບ,Improved access to technical and vocational skills,ເຂົ້າເຖິງການຝຶກງານ,Accessing an apprenticeship,"ຖ້າຈຳເປັນໃຫ້ການສະໜັບສະໜູນຜູ້ໄດ້ຮັບຜົນປະໂຫຍດຮັບເອົາອຸປະກອນການຄ້າຂາຍ ເຊັ່ນ: ເຄື່ອງມື, ຈັກຫຍິບເຄື່ອງ ແລະ ອື່ນໆ","Obtain trade materials (tools, sewing machine, etc.) if required"
ປັບປຸງການເຂົ້າເຖິງ ອາຊີວະສຶກສາ ແລະ ຝຶກອົບຮົມຊີຊາຊີບ,Improved access to technical and vocational skills,ເຂົ້າເຖິງການຝຶກງານ,Accessing an apprenticeship,ຖ້າຈຳເປັນໃຫ້ການສະໜັບສະໜູນຜູ້ໄດ້ຮັບຜົນປະໂຫຍດເປີດບັນຊີທະນາຄານ,Support the person to open a bank account if required
ປັບປຸງການເຂົ້າເຖິງ ອາຊີວະສຶກສາ ແລະ ຝຶກອົບຮົມຊີຊາຊີບ,Improved access to technical and vocational skills,ເຂົ້າເຖິງການຝຶກງານ,Accessing an apprenticeship,ຖ້າຈຳເປັນໃຫ້ການສະໜັບສະໜູນຜູ້ໄດ້ຮັບຜົນປະໂຫຍດເລື່ອງຄ່າຄອງຊີບ,Provide the person a living stipend if required
ປັບປຸງການເຂົ້າເຖິງ ອາຊີວະສຶກສາ ແລະ ຝຶກອົບຮົມຊີຊາຊີບ,Improved access to technical and vocational skills,ເຂົ້າເຖິງການຝຶກງານ,Accessing an apprenticeship,ຖ້າຈຳເປັນສະໜອງການຝຶກອົບຮົມຄວາມຮູ້ດ້ານການເງິນ ແລະ ການທ້ອນເງິນໃຫ້ແກ່ຜູ້ດ້ຮັບຜົນປະໂຫຍດ,Provide financial literacy and savings training  if required
ປັບປຸງການເຂົ້າເຖິງ ອາຊີວະສຶກສາ ແລະ ຝຶກອົບຮົມຊີຊາຊີບ,Improved access to technical and vocational skills,ເຂົ້າເຖິງການຝຶກງານ,Accessing an apprenticeship,ຕິດຕາມເພື່ອກວດກາເບິ່ງຄວາມກ້າວໜ້າກັບຜູ້ໄດ້ຮັບຜົນປະໂຫຍດ ແລະ ຜູ້ໃຫ້ຄຳປຶກສາໃນໄລຍະຝຶກງານ,Follow-up during the apprenticeship to check progress with person and the mentor
ປັບປຸງການເຂົ້າເຖິງ ອາຊີວະສຶກສາ ແລະ ຝຶກອົບຮົມຊີຊາຊີບ,Improved access to technical and vocational skills,ເຂົ້າເຖິງການຝຶກງານ,Accessing an apprenticeship,ພັດທະນາແຜນພາຍຫລັງການຝຶກງານ,Develop a post-apprenticeship plan
ປັບປຸງການເຂົ້າເຖິງ ການມີວຽກເຮັດງານທຳ,Improved access to employment (SFE),ເຂົ້າເຖິງການມີວຽກເຮັດງານທຳ,Accessing employment ,ປຶກສາຫາລືກັບຜູ້ໄດ້ຮັບຜົນປະໂຫຍດ ແລະ ຄອບຄົວເພື່ອຂໍຄວາມຍິນຍອມເພື່ອນຳສົ່ງໂຄງການກຽມຄວາມພ້ອມໃນການເຮັດວຽກຂອງ ສພຊລ,Discuss with person and family and get consent to refer to job readiness program
ປັບປຸງການເຂົ້າເຖິງ ການມີວຽກເຮັດງານທຳ,Improved access to employment (SFE),ເຂົ້າເຖິງການມີວຽກເຮັດງານທຳ,Accessing employment ,"ນຳສົ່ງໂຄງການກຽມຄວາມພ້ອມໃນການເຮັດວຽກຂອງ ສພຊລ ( ລວມທັງໃບນຳສົ່ງຈາກຄອບຄົວ) (ໃຫ້ ສພຊລ ສະໜັບສະໜູນທັກສະການຂຽນຊີວະປະຫວັດຫຍໍ້, ການຊອກຫາວຽກ, ສະໝັກວຽກ ແລະ ການສຳພັດວຽກ)",Refer to job readiness program (including referral letter for family)
ປັບປຸງການເຂົ້າເຖິງ ການມີວຽກເຮັດງານທຳ,Improved access to employment (SFE),ເຂົ້າເຖິງການມີວຽກເຮັດງານທຳ,Accessing employment ,ຕິດຕາມຜູ້ໄດ້ຮັບຜົນປະໂຫຍດ ແລະ ໃຫ້ການສະໜັບສະໜູນທີ່ຈຳເປັນໃນການເຂົ້າສຳພາດພາຍຫລັງສຳເລັດໂຄງການ,Follow-up with person and provide support as required on attending interviews after program is completed
ປັບປຸງການເຂົ້າເຖິງ ການມີວຽກເຮັດງານທຳ,Improved access to employment (SFE),ເຂົ້າເຖິງການມີວຽກເຮັດງານທຳ,Accessing employment ,ປຶກສາຫາລືກັບຜູ້ໄດ້ຮັບຜົນປະໂຫຍດ ແລະ ນາຍຈ້າງກ່ຽວກັບອຸປະສັກທີ່ອາດເກີດຂຶ້ນໃນສະພາບແວດລ້ອມໃນການເຮັດວຽກ ແລະ ຊ່ວຍເຫລືອເຄື່ອງອຳນວຍຄວາມສະດວກທີ່ຈຳເປັນເພື່ອເພີ່ມປະສິດທິພາບໃນການເຮັດໜ້າທີ່ການ,Discuss with person and employer any potential barriers in work environment and obtain any assistive devices required to optimize function
ປັບປຸງການເຂົ້າເຖິງ ການມີວຽກເຮັດງານທຳ,Improved access to employment (SFE),ເຂົ້າເຖິງການມີວຽກເຮັດງານທຳ,Accessing employment ,ສະໜອງການຝຶກອົບຮົມຄວາມຮູ້ດ້ານການເງິນ ແລະ ການທ້ອນເງິນໃຫ້ແກ່ຜູ້ດ້ຮັບຜົນປະໂຫຍດ,Provide person training on financial literacy and savings
ປັບປຸງການເຂົ້າເຖິງ ການມີວຽກເຮັດງານທຳ,Improved access to employment (SFE),ເຂົ້າເຖິງການມີວຽກເຮັດງານທຳ,Accessing employment ,ຖ້າຈຳເປັນໃຫ້ການສະໜັບສະໜູນຜູ້ໄດ້ຮັບຜົນປະໂຫຍດເປີດບັນຊີທະນາຄານ,Provide support to open a bank account if needed
ປັບປຸງການເຂົ້າເຖິງ ການມີວຽກເຮັດງານທຳ,Improved access to employment (SFE),ເຂົ້າເຖິງການມີວຽກເຮັດງານທຳ,Accessing employment ,ຖ້າຈຳເປັນໃຫ້ການສະໜັບສະໜູນຜູ້ດ້ຮັບຜົນປະໂຫຍດເລື່ອງຄ່າຄອງຊີບ (ໃນໄລະຍະການຝຶກຢູ່ໃນໂຄງການ ແລະ ພາຍຫລັງທີ່ຈົບເປັນໄລະຍສັ້ນໆ),Provide a living stipend (during job readiness program or afterwards for short period?) if needed
ປັບປຸງການເຂົ້າເຖິງ ການມີວຽກເຮັດງານທຳ,Improved access to employment (SFE),ເຂົ້າເຖິງການມີວຽກເຮັດງານທຳ,Accessing employment ,"ໃຫ້ການສະໜັບສະໜູນຜູ້ໄດ້ຮັບຜົນປະໂຫຍດເພື່ພັດທະນາແຜນການ ແລະ ກຽມເລີ່ມວຽກ ເພື່ອຮັບເອົາເຄື່ອງແບບເຮັດວຽກ, ຈັດກຽມການເດີນທາງໄປວຽກ  ( ແລະ ຈັດຫາທີ່ຢູ່ໃຫ້ ຖ້າຈຳເປັນ )","Provide support for person to develop a plan to prepare for starting the job- obtaining work clothes, organising transportation to work (and living arrangements if needed)"
ປັບປຸງການເຂົ້າເຖິງ ການມີວຽກເຮັດງານທຳ,Improved access to employment (SFE),ເຂົ້າເຖິງການມີວຽກເຮັດງານທຳ,Accessing employment ,ຕິດຕາມຜູ້ໄດ້ຮັບຜົນປະໂຫຍດ ແລະ ຄອບຄົວ,Follow-up with person and family
ປັບປຸງການເຂົ້າເຖິງ ການພັດທະນາທຸລະກິດ,Improved access to enterprise development (AGM/ ATEC),"ສະໜອງການບໍລິການ ( ນາຍຊ່າງ, ຊ່າງໄຟຟ້າ, ເຄື່ອງແຕ່ງຜົມ, ຈັກຫຍິບເຄື່ອງ ແລະ ອື່ນໆ)","Providing a service (mechanic, electrical, hairdressing, sewing, etc)","ລະບຸສະຖານທີ່ໃຫ້ບໍລິການ( ບ້ານ, ຕະຫລາດ, ຕົວເມືອງ)","Identify service location (home, market, town)"
ປັບປຸງການເຂົ້າເຖິງ ການພັດທະນາທຸລະກິດ,Improved access to enterprise development (AGM/ ATEC),"ສະໜອງການບໍລິການ ( ນາຍຊ່າງ, ຊ່າງໄຟຟ້າ, ເຄື່ອງແຕ່ງຜົມ, ຈັກຫຍິບເຄື່ອງ ແລະ ອື່ນໆ)","Providing a service (mechanic, electrical, hairdressing, sewing, etc)",ດັດແປງ / ກໍ່ສ້າງພຶ້ນທີ່ເຮັດວຽກ ແລະ / ຫລື ໜ້າຮ້ານ,Identify and prepare suitable work area for livelihood activity
ປັບປຸງການເຂົ້າເຖິງ ການພັດທະນາທຸລະກິດ,Improved access to enterprise development (AGM/ ATEC),"ສະໜອງການບໍລິການ ( ນາຍຊ່າງ, ຊ່າງໄຟຟ້າ, ເຄື່ອງແຕ່ງຜົມ, ຈັກຫຍິບເຄື່ອງ ແລະ ອື່ນໆ)","Providing a service (mechanic, electrical, hairdressing, sewing, etc)",ເຊື່ອມຕໍ່ການຝຶກອົບຮົມ ຫລື ພຶ້ນທີ່ໃຫ້ບໍລິການຊ່ຽວຊານສຳລັບການພັດທະນາທັກສະ,Link to training or service-area experts for skill improvement
ປັບປຸງການເຂົ້າເຖິງ ການພັດທະນາທຸລະກິດ,Improved access to enterprise development (AGM/ ATEC),"ສະໜອງການບໍລິການ ( ນາຍຊ່າງ, ຊ່າງໄຟຟ້າ, ເຄື່ອງແຕ່ງຜົມ, ຈັກຫຍິບເຄື່ອງ ແລະ ອື່ນໆ)","Providing a service (mechanic, electrical, hairdressing, sewing, etc)",ລົມ ຫລື ວາງແຜນກັບຄອບຄົວກ່ຽວກັບທຸລະກິດໃນຄອບຄົວ,Discuss and plan with the family about business implications on family
ປັບປຸງການເຂົ້າເຖິງ ການພັດທະນາທຸລະກິດ,Improved access to enterprise development (AGM/ ATEC),"ສະໜອງການບໍລິການ ( ນາຍຊ່າງ, ຊ່າງໄຟຟ້າ, ເຄື່ອງແຕ່ງຜົມ, ຈັກຫຍິບເຄື່ອງ ແລະ ອື່ນໆ)","Providing a service (mechanic, electrical, hairdressing, sewing, etc)",ສ້າງແຜນການຕະຫລາດ,Make a marketing plan
ປັບປຸງການເຂົ້າເຖິງ ການພັດທະນາທຸລະກິດ,Improved access to enterprise development (AGM/ ATEC),"ສະໜອງການບໍລິການ ( ນາຍຊ່າງ, ຊ່າງໄຟຟ້າ, ເຄື່ອງແຕ່ງຜົມ, ຈັກຫຍິບເຄື່ອງ ແລະ ອື່ນໆ)","Providing a service (mechanic, electrical, hairdressing, sewing, etc)",ສ້າງແຜນການທຸລະກິດຕະຫລາດ ( ການລົງທຶນໃໝ່),Make a simple business plan (re-investment)
ປັບປຸງການເຂົ້າເຖິງ ການພັດທະນາທຸລະກິດ,Improved access to enterprise development (AGM/ ATEC),"ສະໜອງການບໍລິການ ( ນາຍຊ່າງ, ຊ່າງໄຟຟ້າ, ເຄື່ອງແຕ່ງຜົມ, ຈັກຫຍິບເຄື່ອງ ແລະ ອື່ນໆ)","Providing a service (mechanic, electrical, hairdressing, sewing, etc)","ຊື້ເຄື່ອງຂຽນ ( ເຈ້ຍ, ບິກ)","Buy stationary materials (paper, pen)"
ປັບປຸງການເຂົ້າເຖິງ ການພັດທະນາທຸລະກິດ,Improved access to enterprise development (AGM/ ATEC),"ສະໜອງການບໍລິການ ( ນາຍຊ່າງ, ຊ່າງໄຟຟ້າ, ເຄື່ອງແຕ່ງຜົມ, ຈັກຫຍິບເຄື່ອງ ແລະ ອື່ນໆ)","Providing a service (mechanic, electrical, hairdressing, sewing, etc)",ຊື້ຈັກຄິດໄລ່,Buy calculator
ປັບປຸງການເຂົ້າເຖິງ ການພັດທະນາທຸລະກິດ,Improved access to enterprise development (AGM/ ATEC),"ສະໜອງການບໍລິການ ( ນາຍຊ່າງ, ຊ່າງໄຟຟ້າ, ເຄື່ອງແຕ່ງຜົມ, ຈັກຫຍິບເຄື່ອງ ແລະ ອື່ນໆ)","Providing a service (mechanic, electrical, hairdressing, sewing, etc)",ຊື້ຈັກຫຍິບເຄື່ອງ,Buy sewing machine
ປັບປຸງການເຂົ້າເຖິງ ການພັດທະນາທຸລະກິດ,Improved access to enterprise development (AGM/ ATEC),"ສະໜອງການບໍລິການ ( ນາຍຊ່າງ, ຊ່າງໄຟຟ້າ, ເຄື່ອງແຕ່ງຜົມ, ຈັກຫຍິບເຄື່ອງ ແລະ ອື່ນໆ)","Providing a service (mechanic, electrical, hairdressing, sewing, etc)",ຊື້ຜ້າແພ /ແບບຜ້າແພ/ ເຄື່ອງປະກອບເຄື່ອງແຕ່ງກາຍ,Buy fabric/patterns/accessories
ປັບປຸງການເຂົ້າເຖິງ ການພັດທະນາທຸລະກິດ,Improved access to enterprise development (AGM/ ATEC),"ສະໜອງການບໍລິການ ( ນາຍຊ່າງ, ຊ່າງໄຟຟ້າ, ເຄື່ອງແຕ່ງຜົມ, ຈັກຫຍິບເຄື່ອງ ແລະ ອື່ນໆ)","Providing a service (mechanic, electrical, hairdressing, sewing, etc)",ຊື້ອຸປະກອນເຮັດຜົມ,Buy hairdressing supplies
